,Premise,Hypothesis,Label
7482,"Teens despise hypocrisy, rejection and humiliation.",Among the most fierce hatreds of teens (probably right after public humiliation and rejection) is of hypocrisy,entailment
315084,You cannot get any more resources.,you know you've basically tapped your resources there,neutral
194141,Needless repetition is the primary reason for failure in marketing.,"Also, needless repetition should be avoided.",neutral
35417,Prototype failures usually mean the product will never work.,"As the prototypes are tested, failures occur and, in fact, are desired so that the product's design can be made more reliable.",contradiction
80947,"You're doing better than I can, because I can't remember them that fast unless I have a reminder.",yeah well you're doing a lot better than i can i can't rattle them off like that i know my youngest is eighteen he's uh as i said in a senior in high school but i have a,neutral
73495,I did not do a great job with the budget as she did.,and at the end of the month hopefully everything came out pretty close so we just kept certain things out for like i said for groceries um but even at that point you know she'd say oh you know we we need this or the budget's not doing this or that uh course me i didn't run it like she ran it like you run it now,neutral
272424,George Pataki was not happy about the deal.,"George Pataki, relented in exchange for a compromise plan that will gradually raise rents by regulating the existing regulations.",neutral
351089,Russia won't pay to keep the plants safe because they don't have the funds.,Neither Russia nor the rest of the world will pay to keep the plants safe or to close them.,neutral
204968,Hedge fund types are not moral.,"Actually, it's a  I don't know any of the LTCM players personally, but some of the hedge fund types I do know are, as my correspondent puts it, about as moral as great white sharks.",entailment
273347,"Competitors are firms that do some postal work, like FedEx.","1 The term competitors stands for private firms that compete for portions of postal work, possibly as contractors or agents of mailers or mailing organizations.",neutral
4858,the next big innovation step with presentations will probably be color printing,huh because what i was what i was going to ask you is it seems like the next big jump will come with color printing you were talking about doing your own presentation and foils it would seem that color capability would be the next big sort of leap in presentation,entailment
141195,It was easy to do his papers and they come in real handy.,i did a lot of his papers yeah they come in real handy that was a lifesaver,neutral
23271,"It's obviously their little secret, says the investigator.","Evidently, it's their little secret.",neutral
308089,I think Internet culture is strange and hard to understand for those who are not immersed in it.,"Stated otherwise, the task that I think remains is to translate the language and sentiments of those within the Internet culture so that their positions can be better understood by those of us who do not yet understand what is so distinctive and special about the Net.",entailment
346831,He spoke about all the people who he had made friends with on his trip across the country.,He spoke of the other companions he had gathered.,neutral
275212,The guards are all former members of the United States Army.,"At any given time, more than 100 agents guard the president in the White House.",neutral
105241,An organization's culture is an internal force that changes how it is run.,"An organization's internal forces include its culture, its management practices, and its business processes.",neutral
310838,It's easier for staff to have a more efficient work flow if primary and emergency care are connected.,We need to be figuring out how to connect primary care and emergency care settings rather than splitting them apart.,neutral
