,acceptability,sentence
4139,1,"If John wants to succeed in corporate life, he has to know the rules of the game."
2963,0,The song sang.
3915,0,Kim depends at Sandy.
1142,0,He figured out that.
4709,1,The news was dealt with carefully.
2159,1,Terry touched Bill's shoulder.
5333,1,I've never seen a taller man than my father.
2651,1,Carla was shoveling the walk.
4090,1,Fred is thinking about whether he should stay in Seoul.
6544,0,"The table, I put Kim on which supported the book."
7035,0,Who did you say my talking to would bother Hilary?
358,1,How do you think that Mary solved the problem?
7150,1,Some student from Australia speaks Chinese.
909,0,"My uncle didn't buy anything for Christmas, but my aunt did it for him and it was bright red."
2601,0,Jessica loaded boxes at the truck.
5569,1,Mary swam as many more laps than Joan as Linda.
1510,0,I will ask you to believe that he tried to force me to give her any money.
6418,1,"After the dinner, we threw away any leftovers."
1343,1,The curtain which Fred tore in rolling the wallpaper up was the kind gift of my maternal Aunt Priscilla.
958,0,John likes not Mary.
3792,1,He failed chemistry because he can't understand it.
4128,1,President Lincoln delivered his Gettysburg Address in 1863.
6326,1,The army's destruction of the palace was a tragedy.
4255,0,Sally believes that herself is brilliant.
164,1,"The higher the stakes are, the lower his expectations are."
7428,1,John will have been eating cake.
6083,1,Calvin had been eating.
1850,1,"They can't stand each other, he and she."
3322,1,The bag is bulging with groceries.
2229,1,This machine records well.
1654,0,Here's a razor for that you will be shaved with to be announced.
6198,0,What did you eat some popcorn and drink?
7332,1,"I go, run, swim, jump, fly, crawl, dance, walk."
5679,1,The Canadian government uses a parliamentary system of democracy.
378,1,I wonder who could solve the problem in this way.
4230,1,Ten years be a long time to spend in prison.
3938,1,The president looked weary.
1147,1,He figured out the answer.
707,0,John spoke intimately French to Mary.
2492,1,He worked his way through the book.
1484,1,A review seems to have come out yesterday of this article.
4374,1,Will Tom leave the party now?
3261,1,Bill dried the cotton clothes.
1655,0,Here's a razor for it to be announced that you will be shaved with.
73,1,The weights stretched the rope over the pulley.
289,1,"The folks up at corporate headquarters are the sort of people who the sooner you solve this problem, the more easily you'll satisfy."
1824,0,"I acknowledged that my father, he was tight as an owl."
1206,0,Who does Phineas know a girl jealous of?
7225,1,What this girl in the red coat will do is put a picture of Bill on your desk before tomorrow.
6319,1,Which pictures of himself did Chris see in the gallery?
384,1,"John sells books, Mary buys records and Bill V newspapers."
452,1,Who is reading a book that criticizes who?
8483,1,Alison ran
7995,1,"I will eat a mango, and Gillian will too."
7588,0,What Henry find was Bill sad.
8197,1,Every reading of Shakespeare satisfied me
5777,1,I fear tigers.
4648,1,Ideas are put into children's heads by TV.
2210,1,Anne met Cathy.
716,0,The men arrived all.
5952,1,I ordered John drink his beer.
7494,1,"Mary sent Bill a book,â¦."
4750,1,To which man did you talk?
2021,0,Jake shipped the box at Carson.
475,1,Did you believe him ever to have made an effort to talk to the student?
722,0,Home was gone by John.
4976,1,Experts all agree that dreams cause great anxiety and stress are called nightmares.
5731,1,I discovered an old English poem.
3260,1,The clothes dried.
8367,1,The horse galloped
8211,1,Humans love to eat pigs.
7771,1,Agamemnon seems to have left.
4647,1,Chris was handed a note by Pat.
2627,0,The king banished at the general from the army.
1704,1,The hardest that it ever snowed was last January 12th.
3003,1,Megan marveled at the beauty of the Grand Canyon.
4125,1,My bother's friend learned dancing.
8216,1,Evan's every desire
3064,1,Heather cabled Sara about the situation.
5296,1,"John, because he's such a nice guy, would like that."
6794,1,Edmund wanted Fanny to be able to ride a horse.
4231,1,Everyone of us be given a prize.
1996,1,"Tonight, what Bob cooked yesterday still tastes good, so tonight it will be eaten up."
8167,0,They shaved David and Anson.
5369,0,Sally eats pretty often the stuff.
557,1,A bear occupies the cave.
5351,1,A tangerine isn't as different from an orange as I'd thought.
2880,1,Harriet alternated folk songs and pop songs.
1454,1,This is the dog that chased the cat that caught the rat that ate the cheese.
3405,0,Phyllis lingered Sasha over lunch.
1140,1,He figured it out.
3002,0,I admired him a teacher.
1711,0,The hardest that all the power lines were down and it snowed was last January 12th.
6272,1,Christina is ready to leave.
6204,1,Who has seen my snorkel?
6983,1,Fiona may be here by 5 o'clock.
4479,0,John believed Kim to leaving here.
6229,1,I asked Mike if he had seen the Yeti.
2082,1,"I threw the ball to Julian, but it fell short of him."
4126,1,The president's bodyguard learned surveillance.
3166,0,Tessa sprained Mary 's ankle.
3787,1,John gave a book to the student.
3888,1,Tom offered advice to his students in his office.
567,1,The prison cell was escaped by the terrorist.
4265,1,John makes efforts for himself to be honest.
466,0,John was unknown to be the murderer.
5931,1,John bit the apple.
504,0,John would be preferred to be the candidate.
8003,1,Everyone claimed that the poison was neutralized.
2319,1,The twig broke off of the branch.
414,0,This conclusion to be arrived at is surprising.
831,0,I detest him taking a bath.
1354,0,By which Greek authors does he have books?
8077,1,Gilgamesh is in the dungeon.
8550,1,What all did you get for Christmas?
4973,0,Which rebel leader did you hear Cheney's rumor that the CIA assassinated?
2984,0,Runaway cats spot easily.
6252,1,Jean wants herself to dance.
2663,0,The fish boned.
1150,1,I sent him something.
5837,1,I know you ate asparagus.
1405,1,Objection was taken to the length of our skirts.
6970,1,Six students got shot accidentally.
3642,0,Lee went to the store and crazy.
4752,0,Which man did you talk?
6248,1,Jean wants him.
1918,0,The only girl for whom it bothers me to wear that old fedora is Annabelle.
1839,1,"That the cops spoke to the janitor about it yesterday, that robbery, is terrible."
7672,1,John believes it to be raining.
2432,1,The mushrooms were sliced by the cook.
5061,1,I read a book during the vacation which was written by Chomsky.
7936,0,He could might go
3097,1,Cynthia ate the peach.
2862,1,Carol carved the tree's branch.
2901,1,I broke those twigs and branches apart.
5185,1,Do you have dry socks? claim.
2754,1,Gwen exchanged the dress for a shirt.
8152,1,Many fish are in the sea.
7622,1,Sharks seem to swim slowly in the tropics.
3301,0,The farmers raged a fire over the fields.
1426,1,The reporters expected that the principal would fire some teacher.
8098,1,I believed there to be three books on the subject.
3931,0,In the box put John the book.
4742,1,I ask you if this is what you want.
6728,1,A motorist has reported the road is blocked at Bunker Hill.
3879,1,The teacher handed the student a book.
8085,0,Look after herself!
7800,1,The potion boiled over
1920,1,I would prefer it for there to be no talking.
3829,1,The cat chased pat the mouse.
2718,1,They lent a bicycle to me.
2263,1,Bill sold Tom a car.
8047,1,Why did you say that you were leaving?
3754,1,This computer was bought for him by his girlfriend.
6754,0,The cottage which did Mrs Dashwood accept was rather small.
3880,0,The teacher handed the student.
342,1,Can't he have been working?
675,1,"Flo desperately wants, though she doesn't really expect, the Miami Dolphins to be in the play-offs."
1445,0,Mike quipped she never wore this hat.
7563,1,John believes that Bill saw himself.
360,0,How do you wonder whether John said Mary solved the problem?
6779,0,When in came Aunt Norris Fanny stopped talking.
2300,0,That acorn will grow from a seed into an oak tree.
3613,1,The student enjoyed his English syntax class last semester.
1040,1,More than three students attended every seminar.
1084,1,He let the cats out which were whining.
3041,1,Wanda taught the students French.
185,0,The fatter he goes to a doctor when he gets the more he eats.
2843,0,Carrie touched the stick through.
5552,1,They may grow as much as six feet high.
4719,0,New York was slept in.
1232,1,Bill made a gift to me of $40.
7449,0,Mary prefers that Bill will come.
86,0,Ted cried to sleep.
6868,1,Marry Mr Martin was what Harriet did.
1250,1,Jack is claiming that you won't need it.
5894,1,He bought these flowers for Aaron.
630,1,Spray the whole wall with the paint.
6032,1,Did Calvin eat the beef waffles?
6217,1,The trail we walked today was built by slave labor.
5443,0,He's an as reliable man.
5389,1,She has enough problems as it is.
6289,1,The exhibition really impressed the critics.
7226,1,Henri wants to buy these books about cooking.
6387,1,John talked to any woman who came up to him except Sue.
5901,0,Megan loves Jason.
65,0,Bill floated into the cave for hours.
4955,1,The knife which he threw into the sea had a gold handle.
740,0,The men were promised to leave.
1818,0,John tried for Bill to play checkers.
8512,1,I don't remember what I said all?
252,1,"The more that pictures of himself appear in the news, the more embarrassed John becomes."
2636,1,Brian wiped the fingerprints from inside the cupboard.
5250,1,He kept writing poems.
778,1,his belief that Mary kissed Bill is mistaken.
2433,1,Columbus believed the earth to be round.
2083,1,"Max offered the victims help, but they refused his offer."
7837,1,That Plato loved Aster deeply was obvious.
490,1,John remembered.
5515,1,Most helpful advice is unwanted.
751,0,They represented to the dean Mary as a genuine linguist.
837,1,the enemy's destroying the city was horrific.
2013,1,Felicia threw the ball out the window.
2728,1,We offered her a job.
3370,1,We abandoned the area.
348,1,John did not write books.
91,1,Ron yawned himself awake.
4496,0,Lee is believed to like not Kim.
1574,1,"If he sees a hot dog, he'll bring me one."
6880,1,The quiche and I were cooking.
2992,1,The clown amused the little children.
5072,1,It's their teaching material that we're using.
8296,1,Whether Agamemnon had triumphed was unknown.
7953,1,What I said was that we would go.
8240,1,Arthur gave the tapestry to Lancelot.
529,1,The tree dropped its fruit to the ground.
8436,1,What I love is toast and sun dried tomatoes
4509,1,"The president could not approve the bill, couldn't he?"
7345,1,I gave money.
834,0,I noticed kissing Mary.
5282,0,How easy to tease John it is!
2557,0,Cheryl stood on the table.
728,1,The package weighed 10 lb.
2223,1,That dog bites people.
7092,1,"On weekdays, Terry eats meat and vegetables, but on weekends, only vegetables."
8226,1,We claimed that Perseus had killed the Gorgon
5930,0,John placed the flute the table.
815,1,I consider there to be a man in that garden.
3687,1,No doubt that he was forced to leave his family against his will.
